Date,Bus Route No.,From,To,Way,Time (mins),Main Station,Trips per Day,Bus Stops Covered,Frequency (mins),Distance Travelled (km),Tickets Sold,Revenue Generated (INR)
2024-01-02,9X/272G,Charminar,Secunderabad Bus Station,Round Trip,26,Ameerpet,10,12.0,15.0,6.75,132.0,11775.38
2024-01-02,9K,Borabanda,Suraram,One Way,113,Ameerpet,6,26.0,20.0,18.62,250.0,13527.46
2024-01-02,9K/283K,Boduppal,Shamshiguda,One Way,51,Ameerpet,13,15.0,20.0,25.25,178.0,8632.13
2024-01-02,41,Boduppal,Kondapur Bus Station,Round Trip,103,Ameerpet,13,20.0,5.0,44.19,441.0,9745.69
2024-01-03,216D/L,Mehdipatnam,Koti Bus Terminal,One Way,60,Koti,17,22.0,10.0,75.035,131.0,4994.14
2024-01-03,38S/47V,Wipro,Infosys,Round Trip,22,Hitech City,13,9.0,57.5,18.64,219.0,3774.47
2024-01-03,225M,Jeedimetla,Kachiguda,Round Trip,88,Ameerpet,6,18.0,5.0,24.48,216.0,11030.92
2024-01-03,189M,Dilsukhnagar,Nampally,Round Trip,53,Ameerpet,10,21.0,10.0,43.64,103.0,6014.78
2024-01-03,189M,Mehdipatnam,Afzalgunj,One Way,59,Ameerpet,17,22.0,15.0,36.5,209.0,12753.65
2024-01-03,41,Allwyn Colony,Nampally,One Way,26,Ameerpet,10,16.0,15.0,38.53,420.0,7578.95
2024-01-03,218L/V,Kukatpally,Kondapur Bus Station,Round Trip,54,Ameerpet,6,24.0,30.0,22.84,255.0,4116.43
2024-01-03,183,Sanath Nagar,Kachiguda,Round Trip,119,Ameerpet,17,10.0,15.0,14.01,347.0,3744.57
2024-01-03,218,Uppal X Road,Kachiguda,Round Trip,43,Ameerpet,6,30.0,30.0,23.82,473.0,11709.84
2024-01-04,9X/272G,Gandimaisamma X Road,L.B. Nagar Ring Road,One Way,97,Ameerpet,18,14.0,30.0,19.0,267.0,10688.31
2024-01-04,189M/92A,Kukatpally,Afzalgunj,One Way,47,Ameerpet,16,8.0,5.0,26.5,146.0,10977.83
2024-01-04,218C,NGO Colony,Suraram,One Way,63,Ameerpet,8,5.0,10.0,14.61,381.0,4099.97
2024-01-04,113EL,Boduppal,VV Nagar,Round Trip,102,Ameerpet,12,26.0,30.0,23.72,396.0,10911.84
2024-01-04,225M,Jagadgirigutta,VV Nagar,One Way,81,Ameerpet,11,15.0,20.0,11.49,250.0,12531.87
2024-01-04,230N,Charminar,Secunderabad Bus Station,Round Trip,88,Ameerpet,10,5.0,5.0,20.63,173.0,5532.18
2024-01-04,283D,MGBS,Afzalgunj,Round Trip,42,Ameerpet,17,22.0,5.0,22.14,351.0,9473.29
2024-01-04,9X,Sanath Nagar,Suraram,One Way,87,Ameerpet,20,22.0,30.0,38.56,467.0,21069.5
2024-01-04,225HP,Aramghar,Shamshiguda,Round Trip,116,Ameerpet,10,27.0,30.0,23.87,386.0,4440.21
2024-01-04,19F,Chandrayan Gutta X Road,Gajula Ramaram,Round Trip,63,Ameerpet,15,14.0,20.0,38.93,281.0,11481.66
2024-01-04,225L/V,Boduppal,Lingampally,Round Trip,11,Ameerpet,13,6.0,20.0,11.52,172.0,10220.15
2024-01-04,83K,Suraram,Nampally,One Way,22,Ameerpet,20,10.0,10.0,49.46,353.0,11948.09
2024-01-04,9M,Mehdipatnam,ESI,Round Trip,18,Ameerpet,20,22.0,15.0,38.9,383.0,11902.22
2024-01-04,225S,MGBS,Patancheru Bus Station,One Way,77,Ameerpet,13,9.0,30.0,26.64,172.0,13326.32
2024-01-05,216D/L,Suchitra X Road,Majeedpur,One Way,70,Koti,20,13.0,33.0,58.06,158.0,2833.182765
2024-01-05,189M,Jagadgirigutta,Bowrampet,One Way,104,Ameerpet,10,15.0,15.0,21.22,137.0,7629.76
2024-01-05,19M,Dilsukhnagar,Hayathnagar,Round Trip,37,Ameerpet,10,22.0,20.0,19.85,280.0,12172.12
2024-01-05,222D,NGO Colony,Nampally,Round Trip,98,Ameerpet,5,10.0,5.0,28.9,283.0,10238.91
2024-01-05,9X/171M,KPHB,Hayathnagar,One Way,33,Ameerpet,7,25.0,20.0,9.76,425.0,7127.64
2024-01-05,183AJ,Koti,ESI,Round Trip,86,Ameerpet,10,9.0,10.0,24.74,206.0,8627.71
2024-01-05,218C,Central Bus Station,VV Nagar,Round Trip,29,Ameerpet,7,22.0,10.0,40.02,208.0,7858.82
2024-01-05,225L/V,KPHB,Patancheru Bus Station,One Way,25,Ameerpet,17,16.0,10.0,36.85,180.0,5516.62
2024-01-05,225L/299,Kukatpally,Kachiguda,Round Trip,55,Ameerpet,20,26.0,5.0,48.83,498.0,3003.55
2024-01-05,83K,BHEL,Ameerpet,Round Trip,32,Ameerpet,14,10.0,15.0,38.11,446.0,13491.26
2024-01-05,225,Koti,Bachupally,One Way,117,Ameerpet,17,12.0,10.0,40.2,358.0,11903.72
2024-01-05,219,Boduppal,Bachupally,Round Trip,87,Ameerpet,19,13.0,30.0,46.35,336.0,14469.9
2024-01-05,225M,L.B. Nagar,Lingampally,One Way,80,Ameerpet,6,13.0,20.0,26.67,278.0,2755.71
2024-01-06,209,Suchitra X Road,Madannapet,One Way,32,Koti,9,6.0,35.0,6.81,124.0,2263.939094
2024-01-06,195W,HCU Bus Depot,Bachupally X Road,One Way,30,Hitech City,14,12.0,56.0,26.9,357.0,1571.5
2024-01-06,19K,NGO Colony,Secunderabad Bus Station,Round Trip,70,Ameerpet,5,18.0,30.0,22.75,303.0,5295.96
2024-01-06,225L/299,Uppal X Road,VV Nagar,Round Trip,58,Ameerpet,8,8.0,10.0,29.9,160.0,10390.42
2024-01-06,9X,Suraram,Suraram,One Way,116,Ameerpet,9,13.0,20.0,45.94,323.0,9315.59
2024-01-06,102B/218L,Kukatpally,Suraram,One Way,15,Ameerpet,15,16.0,30.0,21.57,256.0,12748.94
2024-01-06,225A,Gandimaisamma X Road,Nampally,One Way,12,Ameerpet,9,18.0,10.0,33.11,384.0,14889.8
2024-01-06,218HG,Jeedimetla,L.B. Nagar Ring Road,One Way,69,Ameerpet,15,30.0,30.0,46.39,332.0,7113.01
2024-01-06,225M,Central Bus Station,Balanagar X Road,Round Trip,67,Ameerpet,12,13.0,30.0,28.58,411.0,3745.53
2024-01-06,225S,Central Bus Station,Afzalgunj,Round Trip,47,Ameerpet,5,7.0,10.0,31.25,169.0,4157.1
2024-01-06,283A,Suraram,Secunderabad Bus Station,One Way,90,Ameerpet,5,29.0,15.0,39.35,129.0,9717.51
2024-01-06,9 YF,Boduppal,Bachupally,One Way,64,Ameerpet,17,21.0,10.0,7.41,260.0,13157.43
2024-01-06,187JL,Kukatpally,Kachiguda,One Way,13,Ameerpet,9,18.0,5.0,21.35,277.0,14816.32
2024-01-06,19F/A,Allwyn Colony,VV Nagar,One Way,38,Ameerpet,6,6.0,5.0,15.51,396.0,4048.76
2024-01-06,219,L.B. Nagar,Balanagar X Road,Round Trip,35,Ameerpet,12,8.0,10.0,23.83,125.0,7674.83
2024-01-06,189M/92A,KPHB,Kachiguda,Round Trip,101,Ameerpet,16,21.0,5.0,32.73,350.0,16289.62925
2024-01-06,218,Mehdipatnam,Shamshiguda,Round Trip,48,Ameerpet,15,20.0,30.0,15.23,190.0,5879.09
2024-01-06,225HP,Sanath Nagar,Bowrampet,One Way,55,Ameerpet,14,7.0,10.0,31.23,299.0,10161.87
2024-01-07,223R,Aramghar,Bachupally,One Way,115,Ameerpet,13,28.0,30.0,9.51,165.0,7525.96
2024-01-07,230N,Mehdipatnam,Bowrampet,One Way,35,Ameerpet,10,5.0,20.0,14.09,330.0,9461.95
2024-01-07,9 YF,Borabanda,ESI,Round Trip,101,Ameerpet,16,11.0,30.0,12.88,427.0,13630.59
2024-01-07,189R,Borabanda,ESI,One Way,75,Ameerpet,5,12.0,30.0,34.2,198.0,14422.2
2024-01-07,9D,Mehdipatnam,Gajula Ramaram,Round Trip,10,Ameerpet,19,11.0,5.0,30.96,461.0,11128.71
2024-01-07,272C,Uppal X Road,Afzalgunj,One Way,42,Ameerpet,14,17.0,20.0,33.76,431.0,8700.95
2024-01-07,272C,Jagadgirigutta,Shamshiguda,One Way,23,Ameerpet,14,20.0,10.0,21.04,467.0,7219.49
2024-01-07,83J/230,Borabanda,Bachupally,Round Trip,16,Ameerpet,15,5.0,20.0,46.12,264.0,2273.98
2024-01-07,225A,Koti,Lingampally,One Way,13,Ameerpet,14,16.0,10.0,33.85,444.0,9255.98
2024-01-07,183,Charminar,Hayathnagar,One Way,111,Ameerpet,17,19.0,30.0,6.35,208.0,14716.74
2024-01-07,83K,MGBS,Nampally,One Way,114,Ameerpet,5,27.0,30.0,29.08,210.0,10328.32
2024-01-07,283D,Gandimaisamma X Road,Kondapur Bus Station,Round Trip,11,Ameerpet,7,7.0,30.0,35.54,128.0,9527.08
2024-01-07,225L/299,Sanath Nagar,Kachiguda,One Way,63,Ameerpet,17,6.0,30.0,23.43,341.0,7393.24
2024-01-08,218,Uppal X Road,Kondapur Bus Station,Round Trip,91,Ameerpet,20,12.0,5.0,46.85,416.0,3999.45
2024-01-08,225,BHEL,Gandimaisamma,Round Trip,66,Ameerpet,20,10.0,15.0,36.5,220.0,7471.0
2024-01-08,19Y/F,NGO Colony,Ameerpet,Round Trip,44,Ameerpet,10,14.0,5.0,35.83,283.0,5066.81
2024-01-08,283A,Jagadgirigutta,Bachupally,Round Trip,112,Ameerpet,18,21.0,10.0,38.16,243.0,9373.95
2024-01-08,218,Chandrayan Gutta X Road,Afzalgunj,Round Trip,54,Ameerpet,13,13.0,5.0,14.9,463.0,9998.71
2024-01-08,9M,Central Bus Station,Lingampally,Round Trip,15,Ameerpet,9,24.0,20.0,20.23,208.0,5141.43
2024-01-08,10H/250C,Chengicherla,Kondapur Bus Station,Round Trip,96,Ameerpet,8,21.0,5.0,7.05,334.0,6450.39
2024-01-08,83J/230,Uppal X Road,Hayathnagar,Round Trip,88,Ameerpet,19,16.0,30.0,28.23,213.0,13944.99
2024-01-08,222D,KPHB,Gandimaisamma,Round Trip,82,Ameerpet,13,24.0,5.0,48.41,158.0,13268.11
2024-01-08,223R,Dilsukhnagar,Balanagar X Road,One Way,12,Ameerpet,12,8.0,10.0,22.39,338.0,8206.18
2024-01-08,218,Chengicherla,Suraram,Round Trip,21,Ameerpet,14,9.0,15.0,15.68,454.0,6014.66
2024-01-08,218L,Aramghar,Ameerpet,One Way,88,Ameerpet,19,8.0,10.0,10.14,338.0,5371.09
2024-01-08,187JL,Boduppal,Ameerpet,Round Trip,54,Ameerpet,7,12.0,20.0,48.77,423.0,9013.25
2024-01-08,225L/299,Chengicherla,Nampally,One Way,37,Ameerpet,12,18.0,20.0,21.81,318.0,9701.38
2024-01-08,185S,MGBS,VV Nagar,One Way,14,Ameerpet,12,16.0,15.0,37.9,445.0,1822.528878
2024-01-08,83J/272G,Uppal X Road,Bowrampet,One Way,25,Ameerpet,8,11.0,10.0,15.17,359.0,11782.44
2024-01-08,90 D,Aramghar,Kondapur Bus Station,Round Trip,79,Ameerpet,13,6.0,10.0,16.85,190.0,2533.35
2024-01-09,105S,Suchitra X Road,Kothagudem,Round Trip,99,Koti,16,7.0,48.0,73.06,220.0,4231.04
2024-01-09,187JL,Central Bus Station,Hayathnagar,One Way,93,Ameerpet,5,18.0,30.0,13.36,197.0,2113.03
2024-01-09,113C,KPHB,Secunderabad Bus Station,One Way,94,Ameerpet,17,22.0,15.0,6.57,474.0,7994.79
2024-01-09,83J/272G,Dilsukhnagar,Lingampally,Round Trip,49,Ameerpet,20,24.0,30.0,15.72,202.0,7136.11
2024-01-09,90 U,Dilsukhnagar,Kondapur Bus Station,Round Trip,60,Ameerpet,9,25.0,10.0,29.5,258.0,10086.8
2024-01-09,19F/A,Chandrayan Gutta X Road,Bachupally,Round Trip,74,Ameerpet,5,26.0,10.0,25.49,411.0,4498.65892
2024-01-09,187J,Borabanda,Ameerpet,One Way,44,Ameerpet,19,27.0,5.0,37.4,205.0,17103.30266
2024-01-09,223R,Borabanda,ESI,One Way,33,Ameerpet,6,17.0,30.0,9.82,484.0,10990.24
2024-01-09,19/224,Mehdipatnam,Bowrampet,Round Trip,17,Ameerpet,11,16.0,30.0,41.12,345.0,12584.16
2024-01-09,225M,Dilsukhnagar,Lingampally,Round Trip,38,Ameerpet,10,30.0,30.0,21.44,219.0,3864.94
2024-01-09,218L,MGBS,Film Nagar,Round Trip,32,Ameerpet,16,28.0,10.0,45.88,279.0,5561.5
2024-01-09,9X,Chengicherla,Secunderabad Bus Station,One Way,88,Ameerpet,19,26.0,15.0,31.26,410.0,9021.839485
2024-01-09,225M,Allwyn Colony,Hayathnagar,One Way,105,Ameerpet,17,9.0,15.0,12.22,405.0,8289.99
2024-01-09,218HG,Borabanda,L.B. Nagar Ring Road,Round Trip,46,Ameerpet,19,20.0,20.0,48.94,236.0,13803.38
2024-01-09,230X,Kukatpally,Ameerpet,Round Trip,105,Ameerpet,19,24.0,10.0,12.99,256.0,11995.39
2024-01-09,83J/272G,Allwyn Colony,Nampally,Round Trip,16,Ameerpet,17,8.0,30.0,14.55,261.0,15220.357
2024-01-09,185S,Mehdipatnam,Bachupally,One Way,47,Ameerpet,9,29.0,15.0,11.27,480.0,14678.62
2024-01-09,185S,Aramghar,VV Nagar,One Way,82,Ameerpet,12,11.0,30.0,38.43,498.0,5940.07
2024-01-10,1P/25S,TSRTC pushpak,Dilsukhnagar,Round Trip,74,Koti,14,7.0,22.0,67.83,472.0,3296.46
2024-01-10,183AJ,Chengicherla,Secunderabad Bus Station,One Way,20,Ameerpet,20,30.0,15.0,26.51,190.0,2339.84
2024-01-10,189 MJ,Aramghar,Nampally,Round Trip,83,Ameerpet,15,18.0,10.0,22.01,463.0,6077.56
2024-01-10,225HP,Allwyn Colony,ESI,One Way,43,Ameerpet,13,26.0,15.0,28.38,222.0,11826.93
2024-01-10,218L/V,Charminar,Hayathnagar,Round Trip,51,Ameerpet,15,22.0,15.0,10.96,383.0,4323.81
2024-01-10,19K,Koti,Film Nagar,Round Trip,45,Ameerpet,6,26.0,5.0,16.13,440.0,6969.11
2024-01-10,218L/V,Central Bus Station,L.B. Nagar Ring Road,One Way,92,Ameerpet,18,25.0,20.0,21.74,185.0,14359.37
2024-01-10,9 YF,Gandimaisamma X Road,VV Nagar,Round Trip,29,Ameerpet,10,24.0,10.0,15.06,447.0,5034.64
2024-01-10,113EL,L.B. Nagar,VV Nagar,Round Trip,82,Ameerpet,14,11.0,15.0,39.84,437.0,10209.97
2024-01-10,19K,Boduppal,Afzalgunj,One Way,110,Ameerpet,19,21.0,20.0,15.66,322.0,2489.16
2024-01-10,19F,KPHB,Balanagar X Road,Round Trip,104,Ameerpet,16,19.0,30.0,28.71,498.0,7744.82
2024-01-10,41N,KPHB,Patancheru Bus Station,Round Trip,51,Ameerpet,14,27.0,30.0,28.01,379.0,13303.07
2024-01-10,222D,Kukatpally,L.B. Nagar Ring Road,Round Trip,80,Ameerpet,18,5.0,5.0,12.86,384.0,4831.43
2024-01-10,189M/A,NGO Colony,Suraram,Round Trip,94,Ameerpet,16,24.0,30.0,39.42,341.0,14846.69
2024-01-10,223A,Mehdipatnam,Shamshiguda,One Way,75,Ameerpet,15,10.0,30.0,29.57,209.0,3463.16
2024-01-10,218C,Borabanda,VV Nagar,Round Trip,25,Ameerpet,16,6.0,15.0,49.72,310.0,14165.52
2024-01-10,183,Aramghar,Ameerpet,One Way,54,Ameerpet,19,5.0,30.0,37.58,357.0,8790.96
2024-01-10,9K,Jagadgirigutta,Bowrampet,One Way,103,Ameerpet,9,24.0,15.0,25.39,142.0,3686.11
2024-01-10,189R,Chengicherla,Gajula Ramaram,Round Trip,23,Ameerpet,7,7.0,5.0,43.62,291.0,14144.94
2024-01-10,218HG,MGBS,VV Nagar,One Way,45,Ameerpet,15,27.0,5.0,37.24,157.0,9330.64
2024-01-10,225HP,MGBS,Bachupally,Round Trip,26,Ameerpet,14,7.0,5.0,32.65,371.0,8382.53
2024-01-10,218HG,Borabanda,L.B. Nagar Ring Road,One Way,71,Ameerpet,15,27.0,5.0,46.95,109.0,8434.5
2024-01-11,127,Koti Women's College,Chandrayangutta X Road,Round Trip,80,Koti,18,40.0,11.0,75.035,470.0,2359.25
2024-01-11,195W,L.B. Nagar ring Road,Infotech,One Way,34,Hitech City,3,21.0,26.0,33.42,228.0,2270.35
2024-01-11,283D,Chandrayan Gutta X Road,Gandimaisamma,Round Trip,52,Ameerpet,17,6.0,30.0,6.4,260.0,7289.55
2024-01-11,10H/250C,Dilsukhnagar,Kachiguda,One Way,18,Ameerpet,7,8.0,5.0,8.97,347.0,8107.29
2024-01-11,185,Central Bus Station,Secunderabad Bus Station,One Way,111,Ameerpet,10,11.0,10.0,35.37,314.0,4342.09
2024-01-11,218/19M,Chengicherla,Nampally,One Way,101,Ameerpet,7,7.0,20.0,23.59,265.0,12820.94
2024-01-11,113F,Jeedimetla,Gajula Ramaram,Round Trip,58,Ameerpet,14,12.0,15.0,6.05,361.0,7771.38
2024-01-11,9X/171M,Gandimaisamma X Road,Nampally,One Way,78,Ameerpet,14,8.0,10.0,47.19,316.0,10719.91
2024-01-11,9K,Boduppal,Gandimaisamma,One Way,51,Ameerpet,6,11.0,5.0,28.28,251.0,17300.79109
2024-01-11,19/224,Charminar,Kondapur Bus Station,Round Trip,108,Ameerpet,11,13.0,20.0,40.02,120.0,14550.04
2024-01-11,90 U,Suraram,Balanagar X Road,Round Trip,89,Ameerpet,15,8.0,30.0,29.04,455.0,13139.54
2024-01-11,19Y/F,MGBS,Film Nagar,One Way,81,Ameerpet,11,17.0,20.0,39.11,373.0,8872.45
2024-01-11,113C,Sanath Nagar,Nampally,One Way,90,Ameerpet,10,22.0,30.0,31.97,225.0,5687.57
2024-01-11,283D,Jagadgirigutta,VV Nagar,Round Trip,20,Ameerpet,12,9.0,5.0,48.89,223.0,4106.75
2024-01-11,222D,L.B. Nagar,Balanagar X Road,One Way,61,Ameerpet,19,10.0,5.0,48.69,207.0,11485.02766
2024-01-11,9X/283D,Allwyn Colony,Suraram,Round Trip,97,Ameerpet,16,27.0,15.0,44.65,143.0,6061.99
2024-01-11,90 U,Gandimaisamma X Road,Balanagar X Road,Round Trip,53,Ameerpet,7,6.0,10.0,20.04,157.0,4748.68
2024-01-11,218D,Charminar,Gandimaisamma,Round Trip,64,Ameerpet,11,28.0,15.0,27.8,234.0,3675.88
2024-01-11,10H/25S,Sanath Nagar,Kachiguda,One Way,46,Ameerpet,18,17.0,10.0,23.99,457.0,9004.91
2024-01-12,201G,Mehdipatnam,Vanasthalipuram(Saheb Nagar),Round Trip,41,Koti,20,31.0,45.0,67.23,228.0,2782.02
2024-01-12,16A/47LI,Chengicherla,Hafeezpet MMTS Stop,Round Trip,72,Hitech City,9,6.0,56.0,10.04,238.0,2474.83
2024-01-12,185S,Boduppal,Secunderabad Bus Station,Round Trip,45,Ameerpet,19,9.0,10.0,25.75,240.0,4343.74
2024-01-12,189R,Central Bus Station,Afzalgunj,One Way,22,Ameerpet,11,16.0,10.0,24.29,474.0,6929.86
2024-01-12,185,Dilsukhnagar,Patancheru Bus Station,Round Trip,108,Ameerpet,17,11.0,20.0,49.9,138.0,11133.65
2024-01-12,9M,NGO Colony,Afzalgunj,Round Trip,71,Ameerpet,20,22.0,15.0,19.83,453.0,11920.2
2024-01-12,9K/272G,MGBS,Secunderabad Bus Station,One Way,88,Ameerpet,14,30.0,10.0,49.35,482.0,14343.55
2024-01-12,9M-1,BHEL,Suraram,Round Trip,72,Ameerpet,18,7.0,20.0,25.33,474.0,10800.03
2024-01-12,224H,Uppal X Road,VV Nagar,One Way,19,Ameerpet,7,12.0,5.0,33.74,133.0,22081.473750000005
2024-01-12,225M,Aramghar,Secunderabad Bus Station,Round Trip,34,Ameerpet,15,22.0,5.0,36.59,219.0,8753.06
2024-01-12,189M,Dilsukhnagar,Shamshiguda,Round Trip,104,Ameerpet,11,15.0,10.0,40.64,433.0,9259.14
2024-01-12,19/224,MGBS,Hayathnagar,One Way,44,Ameerpet,11,14.0,20.0,6.28,262.0,3972.07
2024-01-12,113EL,Gandimaisamma X Road,Hayathnagar,One Way,106,Ameerpet,15,23.0,20.0,14.39,333.0,10757.68
2024-01-13,223A,Borabanda,Lingampally,Round Trip,48,Ameerpet,14,25.0,5.0,6.93,160.0,9634.71
2024-01-13,183,NGO Colony,Kondapur Bus Station,Round Trip,28,Ameerpet,18,6.0,15.0,23.0,245.0,9613.58
2024-01-13,113EL,KPHB,ESI,One Way,43,Ameerpet,11,28.0,30.0,27.4,294.0,12972.13
2024-01-13,19F,BHEL,Shamshiguda,Round Trip,43,Ameerpet,5,27.0,30.0,47.29,423.0,13207.26
2024-01-14,216D/L,TSRTC pushpak,Kavadi Pally,Round Trip,106,Koti,8,12.0,29.0,16.62,385.0,3267.462041
2024-01-14,1P/25S,Nagole Ring Road,Majeedpur,Round Trip,89,Koti,14,22.0,23.0,45.79,444.0,1897.13
2024-01-14,10H/250C,VBIT,JNTU,One Way,95,Hitech City,12,19.0,37.0,46.89,94.0,3076.13
2024-01-14,189 MJ,Chengicherla,Nampally,Round Trip,89,Ameerpet,16,20.0,5.0,25.41,438.0,11100.01
2024-01-14,218C,L.B. Nagar,Shamshiguda,One Way,81,Ameerpet,13,25.0,15.0,47.34,122.0,9319.8
2024-01-14,218C,NGO Colony,Film Nagar,Round Trip,92,Ameerpet,12,9.0,10.0,26.64,106.0,10046.72
2024-01-14,113EL,Mehdipatnam,Secunderabad Bus Station,Round Trip,80,Ameerpet,6,12.0,20.0,28.7,467.0,10299.92
2024-01-14,283A,Kukatpally,Bowrampet,Round Trip,78,Ameerpet,14,18.0,20.0,40.16,279.0,22081.473750000005
2024-01-14,83J/230,NGO Colony,L.B. Nagar Ring Road,One Way,65,Ameerpet,20,30.0,20.0,45.86,216.0,22081.473750000005
2024-01-14,289M,NGO Colony,Lingampally,Round Trip,54,Ameerpet,16,23.0,15.0,7.73,289.0,7889.03
2024-01-14,9K,Charminar,Lingampally,Round Trip,38,Ameerpet,8,26.0,20.0,21.83,111.0,5454.96
2024-01-14,187JL,Chandrayan Gutta X Road,Nampally,One Way,80,Ameerpet,12,12.0,10.0,23.03,315.0,4226.96
2024-01-14,189 MJ,Gandimaisamma X Road,Gandimaisamma,Round Trip,39,Ameerpet,14,15.0,5.0,6.81,347.0,12487.86
2024-01-14,287N,Mehdipatnam,Lingampally,Round Trip,48,Ameerpet,6,19.0,5.0,21.6,491.0,10628.13
2024-01-14,218L,Boduppal,Kachiguda,Round Trip,48,Ameerpet,14,29.0,20.0,17.62,116.0,7109.02
2024-01-14,189M/A,Suraram,VV Nagar,Round Trip,44,Ameerpet,11,8.0,10.0,37.07,136.0,14836.37
2024-01-14,287N,Charminar,Lingampally,One Way,57,Ameerpet,20,20.0,5.0,47.95,342.0,5687.22
2024-01-14,225A,Mehdipatnam,Gajula Ramaram,One Way,109,Ameerpet,10,11.0,10.0,20.37,495.0,11923.87
2024-01-14,218HG,Borabanda,Patancheru Bus Station,Round Trip,12,Ameerpet,16,28.0,5.0,25.63,197.0,14704.6
2024-01-14,218,Chengicherla,Lingampally,One Way,68,Ameerpet,12,10.0,20.0,30.85,371.0,12466.43
2024-01-14,19/224,Central Bus Station,Gajula Ramaram,One Way,78,Ameerpet,9,22.0,15.0,5.17,347.0,8403.38
2024-01-14,19/224,Chandrayan Gutta X Road,Gandimaisamma,One Way,51,Ameerpet,13,26.0,5.0,40.27,330.0,3923.03
2024-01-15,209,Secunderabad (Medchal),Abdullapurmet,One Way,102,Koti,2,42.0,15.0,75.035,61.0,4230.476532
2024-01-15,127,Madhapur Petrol Pump,Sanghi Nagar,One Way,69,Koti,14,6.0,57.0,65.27,410.0,1500.19
2024-01-15,223R,Chengicherla,Lingampally,Round Trip,45,Ameerpet,13,29.0,15.0,11.03,451.0,8183.84
2024-01-15,113EL,Mehdipatnam,Film Nagar,One Way,70,Ameerpet,20,6.0,20.0,7.4,210.0,11700.28
2024-01-15,185,MGBS,ESI,Round Trip,28,Ameerpet,15,17.0,30.0,13.06,489.0,10650.38
2024-01-15,218L,MGBS,Afzalgunj,Round Trip,93,Ameerpet,18,22.0,5.0,13.23,292.0,5740.508538
2024-01-15,9M,Central Bus Station,Patancheru Bus Station,One Way,89,Ameerpet,12,8.0,15.0,28.6,259.0,6635.18
2024-01-15,187J,Allwyn Colony,Kachiguda,Round Trip,46,Ameerpet,14,16.0,30.0,42.6,122.0,6373.99
2024-01-15,19M/224,Borabanda,Secunderabad Bus Station,Round Trip,108,Ameerpet,11,17.0,20.0,42.61,394.0,14467.81
2024-01-15,19K,Aramghar,ESI,One Way,50,Ameerpet,6,15.0,5.0,17.42,410.0,6030.57
2024-01-16,156S,Hayathnagar,Greenland Colony,One Way,86,Koti,16,10.0,20.0,75.035,398.0,4795.52
2024-01-16,195W,Rythu Bazar Erragadda,Infotech,One Way,111,Hitech City,1,20.0,26.0,40.13,263.0,3857.31
2024-01-16,185,Jeedimetla,Film Nagar,Round Trip,104,Ameerpet,7,29.0,15.0,46.51,170.0,12200.26
2024-01-16,9D,Jeedimetla,L.B. Nagar Ring Road,One Way,72,Ameerpet,13,20.0,30.0,20.08,228.0,9263.57
2024-01-16,9K/283K,Borabanda,Afzalgunj,One Way,119,Ameerpet,14,26.0,15.0,35.52,348.0,5010.78
2024-01-16,83J/272G,Uppal X Road,Bowrampet,Round Trip,94,Ameerpet,8,25.0,20.0,46.87,420.0,5070.87
2024-01-16,9X/171M,Jagadgirigutta,Patancheru Bus Station,One Way,33,Ameerpet,12,6.0,30.0,15.12,461.0,14503.75
2024-01-16,225A,Mehdipatnam,Film Nagar,Round Trip,21,Ameerpet,8,24.0,10.0,30.08,232.0,4097.79
2024-01-16,41,Koti,Secunderabad Bus Station,One Way,65,Ameerpet,13,30.0,5.0,30.54,175.0,12156.58
2024-01-16,19F/A,Aramghar,Afzalgunj,Round Trip,85,Ameerpet,5,23.0,5.0,34.76,107.0,14964.94
2024-01-16,9X/171M,Chandrayan Gutta X Road,Nampally,Round Trip,99,Ameerpet,20,7.0,5.0,49.79,229.0,6496.4
2024-01-16,41N,Sanath Nagar,Suraram,One Way,74,Ameerpet,16,18.0,10.0,23.66,472.0,9705.3
2024-01-16,19M/224,Allwyn Colony,Balanagar X Road,Round Trip,80,Ameerpet,16,16.0,10.0,36.06,495.0,8246.79
2024-01-16,225L,Kukatpally,Ameerpet,One Way,113,Ameerpet,15,24.0,20.0,42.41,325.0,3603.86
2024-01-17,205M,High Court Colony Deer Park,Sanghi Nagar,One Way,88,Koti,3,31.0,30.0,28.3,379.0,4202.16
2024-01-17,195W,Rythu Bazar Erragadda,Infosys,One Way,26,Hitech City,4,10.0,19.0,36.89,174.0,4343.3
2024-01-17,223R,Chengicherla,Kondapur Bus Station,Round Trip,66,Ameerpet,14,25.0,30.0,40.86,231.0,14944.46
2024-01-17,185,Jagadgirigutta,Kondapur Bus Station,One Way,18,Ameerpet,6,13.0,10.0,29.64,248.0,6380.86
2024-01-17,113EL,Allwyn Colony,Nampally,Round Trip,94,Ameerpet,15,19.0,20.0,6.82,159.0,9740.91
2024-01-17,225,Suraram,Gajula Ramaram,One Way,82,Ameerpet,19,11.0,10.0,34.41,256.0,9139.3
2024-01-17,289M,Gandimaisamma X Road,Balanagar X Road,Round Trip,97,Ameerpet,8,20.0,10.0,37.83,373.0,11205.6
2024-01-17,283D,Borabanda,Nampally,One Way,97,Ameerpet,7,29.0,30.0,35.71,281.0,13546.57
2024-01-17,225L/299,Aramghar,Lingampally,Round Trip,39,Ameerpet,16,24.0,20.0,22.71,266.0,8855.48
