Date,Bus Route No.,From,To,Trips per Day,Way,Bus Stops Covered,Frequency (mins),Distance Travelled (km),Time (mins),Main Station,Tickets Sold,Revenue Generated (INR)
31-08-2023,83J/230,Jagadgirigutta,Secunderabad Bus Station,13,One Way,10,5,33.4,24,Ameerpet,128,8392.94
31-08-2023,189R,Jeedimetla,Afzalgunj,13,Round Trip,11,5,22.88,105,Ameerpet,416,2451.55
31-08-2023,189M/92A,Jagadgirigutta,VV Nagar,14,Round Trip,22,5,49.66,113,Ameerpet,410,6223.2
31-08-2023,283A,Central Bus Station,Hayathnagar,5,One Way,17,30,25.76,72,Ameerpet,345,2708.34
31-08-2023,223A,Borabanda,Kachiguda,8,One Way,30,15,23.79,32,Ameerpet,206,2326.092133
31-08-2023,19M,Suraram,L.B. Nagar Ring Road,12,Round Trip,17,30,19.64,18,Ameerpet,401,13510.76
31-08-2023,225HP,Aramghar,Nampally,6,Round Trip,13,20,44.84,25,Ameerpet,475,5749.91
01-09-2023,90 U,Dilsukhnagar,Hayathnagar,10,Round Trip,11,15,25.82,32,Ameerpet,400,5516.49
01-09-2023,218L/V,Chengicherla,Kachiguda,10,Round Trip,11,20,47.09,18,Ameerpet,404,4557.29
01-09-2023,10H/25S,Gandimaisamma X Road,Patancheru Bus Station,15,Round Trip,29,10,20.62,83,Ameerpet,333,12417.96
01-09-2023,9M,Charminar,Kachiguda,15,One Way,10,15,14.16,66,Ameerpet,291,16637.82919
01-09-2023,218L/V,Gandimaisamma X Road,Bachupally,11,One Way,17,10,29.03,112,Ameerpet,190,10099.53
01-09-2023,218C,Allwyn Colony,Bachupally,7,Round Trip,28,15,7.54,78,Ameerpet,240,4609.07
01-09-2023,10H/250C,Jeedimetla,Gajula Ramaram,9,Round Trip,26,10,22.33,37,Ameerpet,108,7661.44
01-09-2023,9D,NGO Colony,Kondapur Bus Station,18,One Way,28,10,21.09,112,Ameerpet,160,13186.82
01-09-2023,9X/171M,Central Bus Station,Ameerpet,18,One Way,22,30,20.47,103,Ameerpet,459,2085.55
01-09-2023,83J/230,Sanath Nagar,L.B. Nagar Ring Road,10,One Way,22,30,13.32,104,Ameerpet,217,8723.65
01-09-2023,83J/230,Jagadgirigutta,Bachupally,8,One Way,22,20,8.14,111,Ameerpet,145,12248.09
02-09-2023,9X/171M,BHEL,Ameerpet,10,Round Trip,10,30,17.52,92,Ameerpet,109,14857.24
02-09-2023,19K,Allwyn Colony,Balanagar X Road,10,Round Trip,5,15,41.16,95,Ameerpet,372,13663.89
02-09-2023,187JL,Chandrayan Gutta X Road,Kondapur Bus Station,13,One Way,30,10,5.06,45,Ameerpet,367,7221.06
02-09-2023,189R,Jeedimetla,Bowrampet,9,One Way,10,10,43.82,108,Ameerpet,202,4580.06
02-09-2023,187JL,NGO Colony,Gandimaisamma,18,One Way,23,15,41.95,96,Ameerpet,162,7721.16
02-09-2023,113F,NGO Colony,Gandimaisamma,6,One Way,21,20,37.72,88,Ameerpet,100,10181.49
02-09-2023,9M,L.B. Nagar,Kachiguda,7,One Way,11,5,36.77,90,Ameerpet,397,2878.82
03-09-2023,298,Secunderabad (Medchal),Musheerabad,5,One Way,15,58,67.5,81,Koti,82,4757.17
03-09-2023,283A,Dilsukhnagar,Bowrampet,20,Round Trip,5,10,18.76,117,Ameerpet,162,5731.98
03-09-2023,225HP,Mehdipatnam,Balanagar X Road,13,One Way,17,5,8.52,23,Ameerpet,197,4214.99
03-09-2023,113EL,Allwyn Colony,Hayathnagar,14,Round Trip,27,30,13.29,39,Ameerpet,231,14638.27
03-09-2023,224H,Allwyn Colony,Shamshiguda,11,One Way,29,20,43.68,12,Ameerpet,491,7558.73
03-09-2023,10H/250C,Jeedimetla,Shamshiguda,6,One Way,14,30,23.3,117,Ameerpet,177,12508.27
03-09-2023,113EL,Sanath Nagar,Afzalgunj,8,Round Trip,17,15,25.02,70,Ameerpet,159,8878.23
03-09-2023,9D,Jagadgirigutta,Bowrampet,16,Round Trip,18,15,20.68,13,Ameerpet,329,5895.91
03-09-2023,185,Mehdipatnam,Film Nagar,8,Round Trip,25,30,33.84,62,Ameerpet,383,4474.68
03-09-2023,9K/272G,Chengicherla,L.B. Nagar Ring Road,18,One Way,30,20,19.89,81,Ameerpet,363,4107.23
03-09-2023,187JL,L.B. Nagar,ESI,20,Round Trip,26,10,26.83,92,Ameerpet,291,3529.33
03-09-2023,41N,Jagadgirigutta,Balanagar X Road,10,Round Trip,11,5,12.82,47,Ameerpet,320,3564.96
04-09-2023,105,Hayathnagar,Greenland Colony,12,One Way,45,12,77.76,56,Koti,154,4194
04-09-2023,127VB,ESI hospital,Hafeezpet MMTS Stop,13,Round-trip,7,39,24.97,117,Hitech City,472,2516.38
04-09-2023,11,HCU Bus Depot,ECIL X Road,19,One-way,3,29,6.89,98,Hitech City,271,1060.44
04-09-2023,10H/250C,L.B. Nagar,Shamshiguda,12,One Way,21,30,35.24,59,Ameerpet,252,4115.32
04-09-2023,225HP,Jagadgirigutta,Shamshiguda,10,One Way,10,5,36.39,78,Ameerpet,159,10341.41725
04-09-2023,225S,Central Bus Station,Film Nagar,15,One Way,17,5,41.43,16,Ameerpet,334,10710.08
04-09-2023,9X/283D,Sanath Nagar,Bachupally,9,One Way,17,10,47.65,71,Ameerpet,165,7111.15
04-09-2023,225L/V,BHEL,ESI,14,One Way,23,15,11.37,61,Ameerpet,361,8120.5
04-09-2023,9K/283K,Allwyn Colony,Shamshiguda,14,Round Trip,12,5,15.82,72,Ameerpet,368,3821.79
04-09-2023,189M/92A,Borabanda,Shamshiguda,13,One Way,29,20,29.49,51,Ameerpet,263,9623.61
04-09-2023,113EL,BHEL,VV Nagar,12,Round Trip,5,20,13.95,99,Ameerpet,447,12000.08
04-09-2023,283A,Central Bus Station,Lingampally,6,One Way,5,10,46.83,87,Ameerpet,190,14509.04
04-09-2023,225A,Mehdipatnam,Patancheru Bus Station,10,Round Trip,9,5,10.66,66,Ameerpet,148,4932.76
04-09-2023,90 U,Boduppal,Ameerpet,9,Round Trip,17,20,35.25,107,Ameerpet,169,137778
04-09-2023,9X,Chandrayan Gutta X Road,Balanagar X Road,5,One Way,23,15,40.39,119,Ameerpet,267,2757.78
04-09-2023,83J/230,NGO Colony,Nampally,9,One Way,10,5,33.47,82,Ameerpet,125,8666.69
05-09-2023,223R,Chengicherla,Suraram,19,Round Trip,25,30,20.8,32,Ameerpet,174,2274.79
05-09-2023,113EL,Allwyn Colony,Kachiguda,12,Round Trip,15,15,21.64,22,Ameerpet,363,5748.73
05-09-2023,9X/283D,NGO Colony,Suraram,8,Round Trip,5,20,28.28,120,Ameerpet,209,9071.62
05-09-2023,83J/272G,Koti,Bowrampet,18,One Way,9,20,14.4,109,Ameerpet,306,12390.47
05-09-2023,219,Boduppal,Shamshiguda,10,One Way,18,30,39.4,116,Ameerpet,397,10985.65
05-09-2023,230N,MGBS,Bowrampet,20,Round Trip,24,15,32.68,54,Ameerpet,388,2885.21
05-09-2023,183,Aramghar,L.B. Nagar Ring Road,16,Round Trip,14,30,44.54,57,Ameerpet,482,6012.27
05-09-2023,225M,Borabanda,L.B. Nagar Ring Road,8,Round Trip,19,30,36.29,79,Ameerpet,127,6330.34
05-09-2023,225M,Koti,L.B. Nagar Ring Road,15,One Way,21,20,36.5,91,Ameerpet,141,3142.3
06-09-2023,222P,Hayathnagar Depot,Safilguda,10,Round-trip,4,19,44.6,21,Hitech City,113,3626.52
06-09-2023,19F/A,Koti,Suraram,10,Round Trip,23,15,28.97,33,Ameerpet,253,6658.6
06-09-2023,9X/283D,MGBS,Gandimaisamma,7,One Way,6,10,44.16,65,Ameerpet,495,5819.92
06-09-2023,19/224,Boduppal,Patancheru Bus Station,14,Round Trip,26,30,6.9,33,Ameerpet,109,12477.22
06-09-2023,83J/230,Aramghar,Hayathnagar,17,Round Trip,28,10,21.3,23,Ameerpet,163,36772.5
06-09-2023,113C,Charminar,Bachupally,15,One Way,29,20,36.22,107,Ameerpet,153,6644.2
06-09-2023,289M,Chengicherla,Afzalgunj,11,Round Trip,24,10,45.07,29,Ameerpet,127,3337.64
06-09-2023,19K,NGO Colony,Ameerpet,19,Round Trip,25,15,45.09,10,Ameerpet,337,104196
06-09-2023,218,Jeedimetla,L.B. Nagar Ring Road,17,One Way,24,10,5.68,83,Ameerpet,236,7340.53
06-09-2023,189M/A,KPHB,Nampally,8,One Way,7,5,10.53,31,Ameerpet,202,11796.4
07-09-2023,11,Chengicherla,koti,17,One-way,4,25,24.27,36,Hitech City,205,2714.81
07-09-2023,9M-1,Chandrayan Gutta X Road,Suraram,17,Round Trip,24,30,22.92,86,Ameerpet,363,8167.34
07-09-2023,19Y/F,Mehdipatnam,Patancheru Bus Station,18,One Way,23,5,47.88,25,Ameerpet,173,13528.65
07-09-2023,189R,Kukatpally,Kondapur Bus Station,17,Round Trip,26,20,28.17,107,Ameerpet,286,10513.7
07-09-2023,218L/V,Sanath Nagar,ESI,20,Round Trip,23,15,49.81,59,Ameerpet,112,10601.35
07-09-2023,225,Gandimaisamma X Road,Lingampally,9,One Way,10,10,9.23,50,Ameerpet,438,13735.51
07-09-2023,230X,Boduppal,Gajula Ramaram,13,Round Trip,25,20,10.28,23,Ameerpet,346,11007.61
07-09-2023,187JL,Chandrayan Gutta X Road,Film Nagar,18,One Way,16,20,34.82,62,Ameerpet,386,14013.22
07-09-2023,183,Charminar,Film Nagar,17,One Way,5,10,13.28,85,Ameerpet,405,5503.04
07-09-2023,187JL,Borabanda,Gandimaisamma,20,One Way,24,10,41.58,56,Ameerpet,149,8779.07
07-09-2023,218,Jagadgirigutta,Nampally,13,One Way,19,20,48.2,95,Ameerpet,250,10725.73
07-09-2023,218/19M,Chandrayan Gutta X Road,L.B. Nagar Ring Road,7,Round Trip,5,5,29.3,22,Ameerpet,338,11596.53
07-09-2023,187J,NGO Colony,Film Nagar,10,One Way,6,10,19.49,67,Ameerpet,445,14043.43
08-09-2023,127K/S,Kondapur bus depot,koti,1,Round-trip,14,25,49.27,19,Hitech City,390,2096.29
08-09-2023,113EL,Kukatpally,Bachupally,7,One Way,7,20,16.84,19,Ameerpet,360,14495.67
08-09-2023,225HP,Jeedimetla,Shamshiguda,13,One Way,7,30,48.2,68,Ameerpet,399,5783.07
08-09-2023,225,Jeedimetla,Suraram,13,Round Trip,20,10,16.81,68,Ameerpet,109,5111.41
08-09-2023,19K,Mehdipatnam,Kachiguda,10,One Way,18,30,10.1,69,Ameerpet,266,2599.23
08-09-2023,113C,MGBS,Shamshiguda,6,One Way,29,5,28.84,32,Ameerpet,264,14024.35
08-09-2023,219,Uppal X Road,Afzalgunj,12,One Way,5,30,35.94,51,Ameerpet,133,13342.83
08-09-2023,9M-1,Charminar,Gandimaisamma,15,One Way,25,20,11.49,101,Ameerpet,350,13777.26
08-09-2023,218D,Aramghar,Shamshiguda,14,One Way,21,20,35.83,45,Ameerpet,144,8875.33
08-09-2023,218L,Charminar,Gajula Ramaram,12,Round Trip,14,15,33.35,67,Ameerpet,327,5287.776087
08-09-2023,225M,Suraram,Ameerpet,14,Round Trip,9,30,8.13,39,Ameerpet,426,11213.75
08-09-2023,189R,Chandrayan Gutta X Road,Kondapur Bus Station,6,Round Trip,22,20,35.78,108,Ameerpet,288,14805.98
08-09-2023,113EL,Mehdipatnam,VV Nagar,11,One Way,10,10,18.54,18,Ameerpet,348,5401.76
08-09-2023,187J,Suraram,Lingampally,17,Round Trip,22,30,41.74,118,Ameerpet,393,8733.46
09-09-2023,127K/V,Wipro,Infosys,3,One-way,16,31,18.78,25,Hitech City,403,2522.07
09-09-2023,218C,Jagadgirigutta,Balanagar X Road,19,One Way,28,20,32.53,88,Ameerpet,432,13264.63
09-09-2023,272C,Central Bus Station,Patancheru Bus Station,9,Round Trip,15,5,46.5,99,Ameerpet,273,7392.9
09-09-2023,183AJ,Koti,ESI,12,Round Trip,10,10,40.7,54,Ameerpet,374,14916.96
09-09-2023,9D,MGBS,Bachupally,14,One Way,12,30,13.94,20,Ameerpet,395,10018.04
09-09-2023,83J/272G,Allwyn Colony,Patancheru Bus Station,13,Round Trip,19,10,38.73,110,Ameerpet,352,3431.08
09-09-2023,183AJ,Mehdipatnam,Hayathnagar,11,One Way,5,20,26.17,65,Ameerpet,428,14785.95
09-09-2023,223R,Boduppal,Nampally,16,One Way,25,20,5.37,94,Ameerpet,345,4434.07
09-09-2023,187JL,Uppal X Road,Bowrampet,6,One Way,19,10,13.67,19,Ameerpet,472,7721.15
09-09-2023,83K,KPHB,Nampally,20,One Way,21,10,11.04,65,Ameerpet,109,8416.87
09-09-2023,183AJ,Chandrayan Gutta X Road,Bowrampet,11,Round Trip,20,15,41.89,67,Ameerpet,305,11380.92
09-09-2023,9K,Boduppal,Film Nagar,20,Round Trip,15,15,21.43,50,Ameerpet,137,3722.64
09-09-2023,113C,Charminar,Bowrampet,6,One Way,20,15,35.04,77,Ameerpet,171,13639.51
09-09-2023,19F/A,NGO Colony,Secunderabad Bus Station,17,One Way,20,30,6.89,34,Ameerpet,219,5240.46
09-09-2023,218L/V,Borabanda,Gajula Ramaram,9,One Way,5,30,22.79,15,Ameerpet,267,5198.81
09-09-2023,90 D,Boduppal,Gajula Ramaram,9,One Way,29,10,28.23,96,Ameerpet,427,8762.09
09-09-2023,19F/A,Gandimaisamma X Road,Bowrampet,13,Round Trip,21,5,12.73,99,Ameerpet,418,10118.91
09-09-2023,9K,Aramghar,L.B. Nagar Ring Road,8,Round Trip,18,15,8.64,73,Ameerpet,160,9435.55
10-09-2023,156S,Secunderabad (Medchal),Sanghi Nagar,7,One Way,5,23,35.41,80,Koti,54,591.9
10-09-2023,283D,MGBS,Hayathnagar,8,Round Trip,30,5,14.28,53,Ameerpet,421,5170.13
10-09-2023,218D,MGBS,Film Nagar,16,Round Trip,28,5,46.78,118,Ameerpet,399,10500.86
10-09-2023,113C,Chengicherla,Bachupally,20,Round Trip,19,10,20.79,115,Ameerpet,107,8606.7
10-09-2023,9M-1,Charminar,Gandimaisamma,17,One Way,8,10,39.29,78,Ameerpet,329,5222.42
10-09-2023,189 MJ,MGBS,Suraram,15,Round Trip,13,5,8.34,99,Ameerpet,110,9715.7
10-09-2023,218/19M,Boduppal,Hayathnagar,8,Round Trip,17,20,22.58,93,Ameerpet,449,5102.81
10-09-2023,225S,Gandimaisamma X Road,L.B. Nagar Ring Road,14,Round Trip,19,5,10.35,94,Ameerpet,199,4419.28
10-09-2023,113F,Koti,ESI,7,Round Trip,25,15,42.8,43,Ameerpet,391,6812.26
10-09-2023,102B/218L,MGBS,Suraram,11,One Way,6,10,49.67,33,Ameerpet,448,10368.93
10-09-2023,218D,KPHB,Kondapur Bus Station,15,Round Trip,19,15,23.06,22,Ameerpet,331,4573.85
10-09-2023,183AJ,NGO Colony,Shamshiguda,7,One Way,16,30,7.87,10,Ameerpet,357,11282.61
10-09-2023,19/224,Central Bus Station,Afzalgunj,7,Round Trip,27,30,40.18,58,Ameerpet,273,3366.49
10-09-2023,225L/V,Chengicherla,Balanagar X Road,14,One Way,28,15,17.9,103,Ameerpet,235,42725.7
10-09-2023,183AJ,MGBS,Gajula Ramaram,6,One Way,19,15,47.6,15,Ameerpet,203,9400.42
10-09-2023,224H,Dilsukhnagar,VV Nagar,18,One Way,8,15,14.31,10,Ameerpet,248,8136.05
11-09-2023,156S,Mehdipatnam,Ramoji Film City,16,Round Trip,10,28,82.13,66,Koti,122,1789.23
11-09-2023,90 U,Kukatpally,VV Nagar,6,Round Trip,20,30,24.83,98,Ameerpet,491,2467.63
11-09-2023,225L/V,Mehdipatnam,Balanagar X Road,20,One Way,5,15,13.36,48,Ameerpet,446,2183.06
11-09-2023,225A,Mehdipatnam,Gajula Ramaram,11,Round Trip,25,10,23.06,68,Ameerpet,113,8246.02
11-09-2023,289M,Kukatpally,Suraram,18,Round Trip,7,20,36.13,69,Ameerpet,259,14805.53
11-09-2023,9X,Koti,Shamshiguda,16,One Way,12,20,7.36,41,Ameerpet,311,2380.4
11-09-2023,90 U,BHEL,Afzalgunj,13,Round Trip,16,20,27.3,59,Ameerpet,476,10492.56
11-09-2023,113F,Mehdipatnam,Hayathnagar,14,Round Trip,22,30,25.81,22,Ameerpet,393,74229.1
11-09-2023,183,Chandrayan Gutta X Road,Bowrampet,10,One Way,10,15,27.16,13,Ameerpet,469,6794.93
11-09-2023,90 U,Borabanda,Bachupally,11,One Way,19,5,39.95,81,Ameerpet,210,6735.36
11-09-2023,283D,Uppal X Road,Bachupally,5,One Way,24,10,41.28,23,Ameerpet,331,3904.15
11-09-2023,83K,NGO Colony,Nampally,12,One Way,8,10,25.07,102,Ameerpet,398,107525.2
11-09-2023,19F/A,L.B. Nagar,Bachupally,15,One Way,24,20,14.97,85,Ameerpet,461,4513.88
11-09-2023,283D,Koti,Suraram,5,Round Trip,30,15,13.8,42,Ameerpet,382,7645.91
11-09-2023,223A,Gandimaisamma X Road,Bachupally,17,One Way,23,5,49.88,113,Ameerpet,434,3147.02
12-09-2023,113KY,Kondapur bus depot,kondapur,18,Round-trip,23,29,41.02,63,Hitech City,354,2004.01
12-09-2023,9 YF,Gandimaisamma X Road,Shamshiguda,16,Round Trip,18,15,6.38,94,Ameerpet,133,10704.98
12-09-2023,9K/272G,Aramghar,Kachiguda,16,One Way,14,10,23.55,23,Ameerpet,215,2028.34
12-09-2023,189M/A,Gandimaisamma X Road,Hayathnagar,9,Round Trip,12,10,14.41,10,Ameerpet,178,11410.68
12-09-2023,9M,Kukatpally,Shamshiguda,6,One Way,20,10,44.55,40,Ameerpet,371,12650.37
12-09-2023,225S,Dilsukhnagar,VV Nagar,15,One Way,20,15,27.11,91,Ameerpet,345,11417.29
12-09-2023,83J/230,Jagadgirigutta,Lingampally,15,One Way,12,5,33.07,20,Ameerpet,291,10218.22
12-09-2023,283A,NGO Colony,Gajula Ramaram,15,One Way,8,10,13.63,36,Ameerpet,346,3517.27
12-09-2023,218/19M,L.B. Nagar,Nampally,18,Round Trip,27,5,32.54,16,Ameerpet,386,11078.62
12-09-2023,189M/A,Suraram,L.B. Nagar Ring Road,16,One Way,23,5,23.65,105,Ameerpet,379,3063.05
12-09-2023,19M,Chandrayan Gutta X Road,Afzalgunj,5,Round Trip,19,30,31.61,58,Ameerpet,299,12024.04
12-09-2023,224H,Sanath Nagar,Balanagar X Road,17,One Way,15,20,33.11,33,Ameerpet,269,7227.13
12-09-2023,225A,Sanath Nagar,Lingampally,6,Round Trip,25,10,13.66,102,Ameerpet,469,8647.673087
12-09-2023,83J/230,BHEL,Lingampally,17,One Way,11,15,11.89,13,Ameerpet,164,2866.1
12-09-2023,222D,KPHB,Gandimaisamma,20,One Way,8,15,36.53,94,Ameerpet,225,6503.44
13-09-2023,298,Mehdipatnam,Greenland Colony,20,Round Trip,35,47,99.71,56,Koti,257,3790.42
13-09-2023,105S,TSRTC pushpak,Anajpur,1,Round Trip,29,54,29.3,85,Koti,298,822.28
13-09-2023,189R,Dilsukhnagar,Gandimaisamma,18,Round Trip,12,15,6.49,57,Ameerpet,250,8078.35
13-09-2023,189M/A,Gandimaisamma X Road,VV Nagar,8,Round Trip,8,5,20.42,77,Ameerpet,121,2790.14
13-09-2023,224H,Gandimaisamma X Road,Patancheru Bus Station,18,Round Trip,26,5,17.51,117,Ameerpet,280,7262.37
13-09-2023,230X,Sanath Nagar,Patancheru Bus Station,5,Round Trip,22,5,39.92,99,Ameerpet,472,13706.15
13-09-2023,9X/283D,Sanath Nagar,Lingampally,18,Round Trip,26,30,12.38,118,Ameerpet,390,5509.08
13-09-2023,218/19M,Chandrayan Gutta X Road,Secunderabad Bus Station,19,One Way,25,30,45.73,17,Ameerpet,346,5342.3
13-09-2023,10H/250C,Allwyn Colony,Shamshiguda,5,Round Trip,18,30,37.16,36,Ameerpet,441,3236.76
13-09-2023,225HP,Central Bus Station,Bachupally,11,One Way,10,20,24.59,34,Ameerpet,244,11292.84
13-09-2023,222D,Aramghar,ESI,9,Round Trip,24,30,24.76,73,Ameerpet,495,11570.75
13-09-2023,83J/230,Sanath Nagar,Bowrampet,6,Round Trip,9,15,40.26,46,Ameerpet,393,5812.9
13-09-2023,10H/25S,Koti,Gajula Ramaram,11,One Way,28,10,21.25,74,Ameerpet,255,11834.38
13-09-2023,189 MJ,NGO Colony,Film Nagar,12,Round Trip,6,30,7.05,26,Ameerpet,464,14793.61
13-09-2023,113F,Central Bus Station,Gajula Ramaram,13,Round Trip,20,30,14.32,106,Ameerpet,327,6527.453763
14-09-2023,156S,Nagole Ring Road,Anajpur,7,Round Trip,13,19,88.84,75,Koti,124,671.61
14-09-2023,9M,Uppal X Road,Gandimaisamma,17,Round Trip,17,5,19.87,35,Ameerpet,416,14404.77
14-09-2023,9X/272G,Chengicherla,Bachupally,13,One Way,19,30,9.74,111,Ameerpet,303,10450.35
14-09-2023,10H/25S,Aramghar,Shamshiguda,10,Round Trip,29,10,27.61,53,Ameerpet,368,10517.59
14-09-2023,218/19M,Gandimaisamma X Road,Shamshiguda,16,Round Trip,7,30,19.89,12,Ameerpet,495,8508.69
14-09-2023,189M/A,BHEL,Balanagar X Road,11,Round Trip,7,30,24.05,96,Ameerpet,465,13342.83
14-09-2023,41,Jeedimetla,Bachupally,15,Round Trip,14,5,6.14,104,Ameerpet,347,10682.51
14-09-2023,9X,Dilsukhnagar,ESI,10,One Way,25,5,5.52,111,Ameerpet,201,6576.8
14-09-2023,225L,Jagadgirigutta,Bachupally,18,One Way,27,30,35.53,78,Ameerpet,188,10993.09
14-09-2023,283D,Gandimaisamma X Road,Bachupally,12,Round Trip,20,5,48.07,67,Ameerpet,136,8399.87
14-09-2023,225S,Sanath Nagar,Afzalgunj,18,One Way,29,30,31.66,79,Ameerpet,185,4335.24
14-09-2023,9 YF,Mehdipatnam,Ameerpet,10,Round Trip,30,20,15.98,97,Ameerpet,435,5238.62
14-09-2023,289M,Boduppal,Secunderabad Bus Station,19,Round Trip,5,10,16.57,80,Ameerpet,256,3632.89
15-09-2023,127VB,ESI hospital,JNTU,10,One-way,24,55,24.17,87,Hitech City,222,5277.050789
15-09-2023,83J/272G,NGO Colony,Balanagar X Road,18,Round Trip,26,5,45.98,15,Ameerpet,228,5953.26
15-09-2023,283A,Jagadgirigutta,Nampally,9,Round Trip,29,20,9.87,105,Ameerpet,381,7950.73
15-09-2023,9X/171M,Uppal X Road,Hayathnagar,15,Round Trip,10,20,31.42,44,Ameerpet,496,7618.69
15-09-2023,189R,Aramghar,Bachupally,15,One Way,17,20,9.03,86,Ameerpet,231,8198.62
15-09-2023,9 YF,Borabanda,Kondapur Bus Station,15,One Way,30,30,24.17,102,Ameerpet,486,12356.96
15-09-2023,218D,Borabanda,Secunderabad Bus Station,17,One Way,8,30,40.45,99,Ameerpet,187,2697.55
15-09-2023,9X/171M,Central Bus Station,L.B. Nagar Ring Road,12,Round Trip,12,20,40.83,120,Ameerpet,134,11891.57
15-09-2023,225,Gandimaisamma X Road,Film Nagar,18,One Way,9,30,14.39,116,Ameerpet,277,5699.26
15-09-2023,287N,MGBS,Nampally,18,Round Trip,16,5,48.12,99,Ameerpet,431,9514.17
16-09-2023,298,Hayathnagar,Majeedpur,15,One Way,35,24,75.22,27,Koti,359,4710.92
16-09-2023,10H/250C,Aramghar,Gandimaisamma,11,Round Trip,23,15,14.83,112,Ameerpet,114,10566.63
16-09-2023,225L/V,Chandrayan Gutta X Road,Kachiguda,14,One Way,27,30,39.22,95,Ameerpet,224,13644.46
16-09-2023,9 YF,Allwyn Colony,Suraram,18,Round Trip,7,30,17.21,58,Ameerpet,176,14817.08
16-09-2023,218,Kukatpally,Balanagar X Road,15,Round Trip,23,30,8.88,58,Ameerpet,156,7771.19
16-09-2023,19F/A,BHEL,Lingampally,20,Round Trip,7,20,41.88,58,Ameerpet,314,5151.21
16-09-2023,102B/218L,Uppal X Road,ESI,6,Round Trip,12,20,42.39,39,Ameerpet,247,9855.59
16-09-2023,225S,L.B. Nagar,Shamshiguda,11,One Way,7,5,38.26,120,Ameerpet,194,5818.51
16-09-2023,19Y/F,Allwyn Colony,Gajula Ramaram,12,One Way,29,10,48.94,94,Ameerpet,209,8795.66
16-09-2023,223A,MGBS,Kondapur Bus Station,6,One Way,16,5,22.34,95,Ameerpet,102,11656.13
16-09-2023,225L/299,Sanath Nagar,Bachupally,8,Round Trip,11,30,10.21,32,Ameerpet,314,7805.85
16-09-2023,19K,Allwyn Colony,Bachupally,7,Round Trip,28,20,49.58,43,Ameerpet,252,8121.06
16-09-2023,185S,L.B. Nagar,Hayathnagar,17,One Way,9,30,12.95,116,Ameerpet,343,5973.79
16-09-2023,189R,Aramghar,Ameerpet,19,One Way,12,10,25.04,56,Ameerpet,131,8175.39
17-09-2023,207,TSRTC pushpak,Abdullapurmet,12,One Way,6,46,96.36,27,Koti,310,4001.06
17-09-2023,223A,L.B. Nagar,Shamshiguda,15,Round Trip,30,15,24.15,66,Ameerpet,351,8691.9
17-09-2023,283D,Sanath Nagar,Bowrampet,6,Round Trip,25,20,12.32,38,Ameerpet,316,10974.87
17-09-2023,183AJ,KPHB,Balanagar X Road,11,Round Trip,20,5,6.41,56,Ameerpet,337,11243.7
17-09-2023,9X/171M,Chandrayan Gutta X Road,Film Nagar,9,Round Trip,19,5,10.51,30,Ameerpet,324,3905.89
17-09-2023,185,Borabanda,Kachiguda,8,Round Trip,21,5,40.56,16,Ameerpet,497,12462.75
17-09-2023,41N,Kukatpally,Gandimaisamma,13,One Way,24,10,32.72,107,Ameerpet,357,14636.93
17-09-2023,283A,Borabanda,Nampally,13,One Way,23,20,8.86,24,Ameerpet,474,11400.78
17-09-2023,9K,Suraram,Hayathnagar,7,Round Trip,5,15,49.98,25,Ameerpet,237,4861.64
17-09-2023,224H,Dilsukhnagar,L.B. Nagar Ring Road,6,Round Trip,26,30,10.28,39,Ameerpet,208,8817.95
17-09-2023,113F,Chandrayan Gutta X Road,Nampally,20,Round Trip,22,30,35.29,98,Ameerpet,383,2587.17
17-09-2023,185,Uppal X Road,Afzalgunj,19,Round Trip,27,5,13.01,43,Ameerpet,338,2605.97
17-09-2023,225M,Sanath Nagar,Bachupally,13,Round Trip,30,5,47.87,13,Ameerpet,348,11609.21
17-09-2023,113C,Aramghar,Ameerpet,17,One Way,9,10,19.97,81,Ameerpet,130,6772.15
17-09-2023,83K,L.B. Nagar,Balanagar X Road,13,Round Trip,20,10,30.29,66,Ameerpet,240,12005.82
17-09-2023,19/224,Suraram,Kachiguda,5,Round Trip,10,30,44.23,29,Ameerpet,489,10215.34125
17-09-2023,222D,Borabanda,Lingampally,16,One Way,20,10,41.95,85,Ameerpet,376,10706.19
17-09-2023,183AJ,Koti,ESI,17,One Way,25,30,27.6,74,Ameerpet,429,10123.15
18-09-2023,16A/47LI,HCU Bus Depot,kondapur,12,One-way,3,48,23.13,54,Hitech City,391,4393.7
18-09-2023,219,Uppal X Road,Gandimaisamma,14,One Way,6,30,8.71,82,Ameerpet,295,2240.93
18-09-2023,219,Charminar,Afzalgunj,8,Round Trip,10,30,45.55,88,Ameerpet,407,13312.67
18-09-2023,185,KPHB,Afzalgunj,13,One Way,6,15,23.62,16,Ameerpet,470,3979.1
18-09-2023,218C,Chengicherla,Bachupally,5,One Way,28,15,18.49,113,Ameerpet,430,4395.83
18-09-2023,222D,Suraram,Afzalgunj,14,One Way,10,20,21.69,45,Ameerpet,351,5484.35
18-09-2023,19K,Mehdipatnam,Lingampally,10,One Way,22,15,21.66,115,Ameerpet,477,4377.39
18-09-2023,9M-1,Koti,Afzalgunj,15,One Way,14,20,36.82,103,Ameerpet,473,72303.6
18-09-2023,9X/171M,Chengicherla,Hayathnagar,11,One Way,24,20,46,109,Ameerpet,149,8547.67
